代码	名称	大类行业	细分行业	Unnamed: 4	Unnamed: 5	大类行业.1	细分行业.1
300680.SZ	隆盛科技	制造业	汽车零部件				
300695.SZ	兆丰股份	制造业	汽车零部件				
300733.SZ	西菱动力	制造业	汽车零部件				
300825.SZ	阿尔特	制造业	汽车零部件				
300863.SZ	卡倍亿	制造业	汽车零部件				
300893.SZ	松原股份	制造业	汽车零部件				
300926.SZ	博俊科技	制造业	汽车零部件				
300928.SZ	华安鑫创	制造业	汽车零部件				
300969.SZ	恒帅股份	制造业	汽车零部件				
300978.SZ	东箭科技	制造业	汽车零部件				
301225.SZ	恒勃股份	制造业	汽车零部件				
600114.SH	东睦股份	制造业	汽车零部件				
600480.SH	凌云股份	制造业	汽车零部件				
600523.SH	贵航股份	制造业	汽车零部件				
600609.SH	金杯汽车	制造业	汽车零部件				
600660.SH	福耀玻璃	制造业	汽车零部件				
600741.SH	华域汽车	制造业	汽车零部件				
600742.SH	一汽富维	制造业	汽车零部件				
600933.SH	爱柯迪	制造业	汽车零部件				
601311.SH	骆驼股份	制造业	汽车零部件				
601777.SH	力帆科技	制造业	汽车零部件				
601799.SH	星宇股份	制造业	汽车零部件				
603013.SH	亚普股份	制造业	汽车零部件				
603035.SH	常熟汽饰	制造业	汽车零部件				
603085.SH	天成自控	制造业	汽车零部件				
603129.SH	春风动力	制造业	汽车零部件				
603158.SH	腾龙股份	制造业	汽车零部件				
603166.SH	福达股份	制造业	汽车零部件				
603179.SH	新泉股份	制造业	汽车零部件				
603239.SH	浙江仙通	制造业	汽车零部件				
603305.SH	旭升集团	制造业	汽车零部件				
603306.SH	华懋科技	制造业	汽车零部件				
603319.SH	湘油泵	制造业	汽车零部件				
603348.SH	文灿股份	制造业	汽车零部件				
603358.SH	华达科技	制造业	汽车零部件				
603529.SH	爱玛科技	制造业	汽车零部件				
603701.SH	德宏股份	制造业	汽车零部件				
603730.SH	岱美股份	制造业	汽车零部件				
603758.SH	秦安股份	制造业	汽车零部件				
603766.SH	隆鑫通用	制造业	汽车零部件				
603768.SH	常青股份	制造业	汽车零部件				
603809.SH	豪能股份	制造业	汽车零部件				
603950.SH	长源东谷	制造业	汽车零部件				
603982.SH	泉峰汽车	制造业	汽车零部件				
603997.SH	继峰股份	制造业	汽车零部件				
605018.SH	长华集团	制造业	汽车零部件				
605068.SH	明新旭腾	制造业	汽车零部件				
605128.SH	上海沿浦	制造业	汽车零部件				
605133.SH	嵘泰股份	制造业	汽车零部件				
605319.SH	无锡振华	制造业	汽车零部件				
605333.SH	沪光股份	制造业	汽车零部件				
688280.SH	精进电动-UW	制造业	汽车零部件				
688737.SH	中自科技	制造业	汽车零部件				
301398.SZ	星源卓镁	制造业	汽车零部件				
605228.SH	神通科技	制造业	汽车零部件				
001319.SZ	铭科精技	制造业	汽车零部件				
002537.SZ	海联金汇	制造业	汽车零部件				
600626.SH	申达股份	制造业	汽车零部件				
301397.SZ	溯联股份	制造业	汽车零部件				
605088.SH	冠盛股份	制造业	汽车零部件				
603009.SH	北特科技	制造业	汽车零部件				
603121.SH	华培动力	制造业	汽车零部件				
603107.SH	上海汽配	制造业	汽车零部件				
600218.SH	全柴动力	制造业	汽车零部件				
301550.SZ	斯菱股份	制造业	汽车零部件				
002976.SZ	瑞玛精密	制造业	汽车零部件				
301000.SZ	肇民科技	制造业	汽车零部件				
601279.SH	英利汽车	制造业	汽车零部件				
603119.SH	浙江荣泰	制造业	汽车零部件				
301459.SZ	丰茂股份	制造业	汽车零部件				
301499.SZ	维科精密	制造业	汽车零部件				
000166.SZ	申万宏源	大金融	券商				
000686.SZ	东北证券	大金融	券商				
000712.SZ	锦龙股份	大金融	券商				
000728.SZ	国元证券	大金融	券商				
000750.SZ	国海证券	大金融	券商				
000776.SZ	广发证券	大金融	券商				
000783.SZ	长江证券	大金融	券商				
002500.SZ	山西证券	大金融	券商				
002670.SZ	国盛金控	大金融	券商				
002673.SZ	西部证券	大金融	券商				
002736.SZ	国信证券	大金融	券商				
002797.SZ	第一创业	大金融	券商				
002926.SZ	华西证券	大金融	券商				
002939.SZ	长城证券	大金融	券商				
002945.SZ	华林证券	大金融	券商				
600030.SH	中信证券	大金融	券商				
600061.SH	国投资本	大金融	券商				
600095.SH	湘财股份	大金融	券商				
600109.SH	国金证券	大金融	券商				
600155.SH	华创云信	大金融	券商				
600369.SH	西南证券	大金融	券商				
600621.SH	华鑫股份	大金融	券商				
600837.SH	海通证券	大金融	券商				
600864.SH	哈投股份	大金融	券商				
600909.SH	华安证券	大金融	券商				
600918.SH	中泰证券	大金融	券商				
600958.SH	东方证券	大金融	券商				
600999.SH	招商证券	大金融	券商				
601066.SH	中信建投	大金融	券商				
601099.SH	太平洋	大金融	券商				
601108.SH	财通证券	大金融	券商				
601136.SH	首创证券	大金融	券商				
601162.SH	天风证券	大金融	券商				
601198.SH	东兴证券	大金融	券商				
601211.SH	国泰君安	大金融	券商				
601236.SH	红塔证券	大金融	券商				
601375.SH	中原证券	大金融	券商				
601377.SH	兴业证券	大金融	券商				
601456.SH	国联证券	大金融	券商				
601555.SH	东吴证券	大金融	券商				
601688.SH	华泰证券	大金融	券商				
601696.SH	中银证券	大金融	券商				
601788.SH	光大证券	大金融	券商				
601878.SH	浙商证券	大金融	券商				
601881.SH	中国银河	大金融	券商				
601901.SH	方正证券	大金融	券商				
601990.SH	南京证券	大金融	券商				
601995.SH	中金公司	大金融	券商				
601059.SH	信达证券	大金融	券商				
600906.SH	财达证券	大金融	券商				
002267.SZ	陕天然气	公用事业和工业服务	燃气				
002479.SZ	富春环保	公用事业和工业服务	燃气				
002616.SZ	长青集团	公用事业和工业服务	燃气				
002911.SZ	佛燃能源	公用事业和工业服务	燃气				
300332.SZ	天壕能源	公用事业和工业服务	燃气				
300435.SZ	中泰股份	公用事业和工业服务	燃气				
600635.SH	大众公用	公用事业和工业服务	燃气				
600681.SH	百川能源	公用事业和工业服务	燃气				
600903.SH	贵州燃气	公用事业和工业服务	燃气				
600917.SH	重庆燃气	公用事业和工业服务	燃气				
601139.SH	深圳燃气	公用事业和工业服务	燃气				
603053.SH	成都燃气	公用事业和工业服务	燃气				
603393.SH	新天然气	公用事业和工业服务	燃气				
603689.SH	皖天然气	公用事业和工业服务	燃气				
605090.SH	九丰能源	公用事业和工业服务	燃气				
605368.SH	蓝天燃气	公用事业和工业服务	燃气				
600617.SH	国新能源	公用事业和工业服务	燃气				
605162.SH	新中港	公用事业和工业服务	燃气				
600052.SH	东望时代	公用事业和工业服务	燃气				
001376.SZ	百通能源	公用事业和工业服务	燃气				
600226.SH	瀚叶股份	公用事业和工业服务	燃气				
000895.SZ	双汇发展	消费	肉制品				
002515.SZ	金字火腿	消费	肉制品				
002626.SZ	金达威	消费	肉制品				
002726.SZ	龙大美食	消费	肉制品				
002840.SZ	华统股份	消费	肉制品				
300146.SZ	汤臣倍健	消费	肉制品				
300791.SZ	仙乐健康	消费	肉制品				
301116.SZ	益客食品	消费	肉制品				
600073.SH	上海梅林	消费	肉制品				
600298.SH	安琪酵母	消费	肉制品				
002329.SZ	皇氏集团	消费	乳制品				
002570.SZ	贝因美	消费	乳制品				
002946.SZ	新乳业	消费	乳制品				
600419.SH	天润乳业	消费	乳制品				
600429.SH	三元股份	消费	乳制品				
600597.SH	光明乳业	消费	乳制品				
600882.SH	妙可蓝多	消费	乳制品				
600887.SH	伊利股份	消费	乳制品				
000338.SZ	潍柴动力	制造业	商用车				
000550.SZ	江铃汽车	制造业	商用车				
000800.SZ	一汽解放	制造业	商用车				
000951.SZ	中国重汽	制造业	商用车				
000957.SZ	中通客车	制造业	商用车				
301039.SZ	中集车辆	制造业	商用车				
600006.SH	东风汽车	制造业	商用车				
600066.SH	宇通客车	制造业	商用车				
600166.SH	福田汽车	制造业	商用车				
600418.SH	江淮汽车	制造业	商用车				
600686.SH	金龙汽车	制造业	商用车				
600841.SH	动力新科	制造业	商用车				
600375.SH	*ST汉马	制造业	商用车				
000837.SZ	秦川机床	科技	生产线设备				
002334.SZ	英威腾	科技	生产线设备				
002444.SZ	巨星科技	科技	生产线设备				
002520.SZ	日发精机	科技	生产线设备				
002527.SZ	新时达	科技	生产线设备				
002559.SZ	亚威股份	科技	生产线设备				
002685.SZ	华东重机	科技	生产线设备				
002698.SZ	博实股份	科技	生产线设备				
002747.SZ	埃斯顿	科技	生产线设备				
002757.SZ	南兴股份	科技	生产线设备				
002833.SZ	弘亚数控	科技	生产线设备				
002851.SZ	麦格米特	科技	生产线设备				
002896.SZ	中大力德	科技	生产线设备				
002903.SZ	宇环数控	科技	生产线设备				
002943.SZ	宇晶股份	科技	生产线设备				
002957.SZ	科瑞技术	科技	生产线设备				
002975.SZ	博杰股份	科技	生产线设备				
002979.SZ	雷赛智能	科技	生产线设备				
003021.SZ	兆威机电	科技	生产线设备				
300024.SZ	机器人	科技	生产线设备				
300083.SZ	创世纪	科技	生产线设备				
300161.SZ	华中数控	科技	生产线设备				
300227.SZ	光韵达	科技	生产线设备				
300276.SZ	三丰智能	科技	生产线设备				
300382.SZ	斯莱克	科技	生产线设备				
300607.SZ	拓斯达	科技	生产线设备				
300802.SZ	矩子科技	科技	生产线设备				
300809.SZ	华辰装备	科技	生产线设备				
300946.SZ	恒而达	科技	生产线设备				
301021.SZ	英诺激光	科技	生产线设备				
301268.SZ	铭利达	科技	生产线设备				
301312.SZ	智立方	科技	生产线设备				
600215.SH	派斯林	科技	生产线设备				
601882.SH	海天精工	科技	生产线设备				
603011.SH	合锻智能	科技	生产线设备				
603025.SH	大豪科技	科技	生产线设备				
603135.SH	中重科技	科技	生产线设备				
603203.SH	快克智能	科技	生产线设备				
603283.SH	赛腾股份	科技	生产线设备				
603416.SH	信捷电气	科技	生产线设备				
603583.SH	捷昌驱动	科技	生产线设备				
603611.SH	诺力股份	科技	生产线设备				
603666.SH	亿嘉和	科技	生产线设备				
603960.SH	克来机电	科技	生产线设备				
605186.SH	健麾信息	科技	生产线设备				
688017.SH	绿的谐波	科技	生产线设备				
688059.SH	华锐精密	科技	生产线设备				
688160.SH	步科股份	科技	生产线设备				
688165.SH	埃夫特-U	科技	生产线设备				
688188.SH	柏楚电子	科技	生产线设备				
688211.SH	中科微至	科技	生产线设备				
688290.SH	景业智能	科技	生产线设备				
688305.SH	科德数控	科技	生产线设备				
688306.SH	均普智能	科技	生产线设备				
688308.SH	欧科亿	科技	生产线设备				
688320.SH	禾川科技	科技	生产线设备				
688333.SH	铂力特	科技	生产线设备				
688400.SH	凌云光	科技	生产线设备				
688529.SH	豪森智能	科技	生产线设备				
688558.SH	国盛智科	科技	生产线设备				
688570.SH	天玛智控	科技	生产线设备				
688686.SH	奥普特	科技	生产线设备				
688697.SH	纽威数控	科技	生产线设备				
688698.SH	伟创电气	科技	生产线设备				
301418.SZ	协昌科技	科技	生产线设备				
002184.SZ	海得控制	科技	生产线设备				
603275.SH	众辰科技	科技	生产线设备				
301510.SZ	固高科技	科技	生产线设备				
300278.SZ	华昌达	科技	生产线设备				
603015.SH	弘讯科技	科技	生产线设备				
688577.SH	浙海德曼	科技	生产线设备				
603088.SH	宁波精达	科技	生产线设备				
002122.SZ	汇洲智能	科技	生产线设备				
301368.SZ	丰立智能	科技	生产线设备				
430510.BJ	丰光精密	科技	生产线设备				
301311.SZ	昆船智能	科技	生产线设备				
688648.SH	中邮科技	科技	生产线设备				
688328.SH	深科达	科技	生产线设备				
301013.SZ	利和兴	科技	生产线设备				
301568.SZ	思泰克	科技	生产线设备				
301512.SZ	智信精密	科技	生产线设备				
300171.SZ	东富龙	医药	生命科学上游				
301047.SZ	义翘神州	医药	生命科学上游				
301080.SZ	百普赛斯	医药	生命科学上游				
605369.SH	拱东医疗	医药	生命科学上游				
688046.SH	药康生物	医药	生命科学上游				
688105.SH	诺唯赞	医药	生命科学上游				
688131.SH	皓元医药	医药	生命科学上游				
688133.SH	泰坦科技	医药	生命科学上游				
688137.SH	近岸蛋白	医药	生命科学上游				
688179.SH	阿拉丁	医药	生命科学上游				
688293.SH	奥浦迈	医药	生命科学上游				
688315.SH	诺禾致源	医药	生命科学上游				
688356.SH	键凯科技	医药	生命科学上游				
688690.SH	纳微科技	医药	生命科学上游				
301393.SZ	昊帆生物	医药	生命科学上游				
000504.SZ	南华生物	医药	生命科学上游				
000059.SZ	华锦股份	周期	石油化工				
000703.SZ	恒逸石化	周期	石油化工				
000819.SZ	岳阳兴长	周期	石油化工				
002221.SZ	东华能源	周期	石油化工				
002408.SZ	齐翔腾达	周期	石油化工				
002493.SZ	荣盛石化	周期	石油化工				
002648.SZ	卫星化学	周期	石油化工				
002986.SZ	宇新股份	周期	石油化工				
600346.SH	恒力石化	周期	石油化工				
600378.SH	昊华科技	周期	石油化工				
600688.SH	上海石化	周期	石油化工				
601233.SH	桐昆股份	周期	石油化工				
603225.SH	新凤鸣	周期	石油化工				
688121.SH	卓然股份	周期	石油化工				
600800.SH	渤海化学	周期	石油化工				
002476.SZ	宝莫股份	周期	石油化工				
000968.SZ	蓝焰控股	周期	石油开采				
600028.SH	中国石化	周期	石油开采				
600256.SH	广汇能源	周期	石油开采				
600777.SH	新潮能源	周期	石油开采				
600938.SH	中国海油	周期	石油开采				
601857.SH	中国石油	周期	石油开采				
002554.SZ	惠博普	周期	石油开采				
000400.SZ	许继电气	制造业	输变电设备				
000682.SZ	东方电子	制造业	输变电设备				
002028.SZ	思源电气	制造业	输变电设备				
002090.SZ	金智科技	制造业	输变电设备				
002121.SZ	科陆电子	制造业	输变电设备				
002169.SZ	智光电气	制造业	输变电设备				
002270.SZ	华明装备	制造业	输变电设备				
002276.SZ	万马股份	制造业	输变电设备				
002298.SZ	中电兴发	制造业	输变电设备				
002322.SZ	理工能科	制造业	输变电设备				
002441.SZ	众业达	制造业	输变电设备				
002452.SZ	长高电新	制造业	输变电设备				
002498.SZ	汉缆股份	制造业	输变电设备				
002533.SZ	金杯电工	制造业	输变电设备				
002706.SZ	良信股份	制造业	输变电设备				
002729.SZ	好利科技	制造业	输变电设备				
300048.SZ	合康新能	制造业	输变电设备				
300140.SZ	节能环境	制造业	输变电设备				
300222.SZ	科大智能	制造业	输变电设备				
300286.SZ	安科瑞	制造业	输变电设备				
300341.SZ	麦克奥迪	制造业	输变电设备				
300360.SZ	炬华科技	制造业	输变电设备				
300365.SZ	恒华科技	制造业	输变电设备				
300423.SZ	昇辉科技	制造业	输变电设备				
300444.SZ	双杰电气	制造业	输变电设备				
300477.SZ	合纵科技	制造业	输变电设备				
300510.SZ	金冠股份	制造业	输变电设备				
300617.SZ	安靠智电	制造业	输变电设备				
300712.SZ	永福股份	制造业	输变电设备				
300820.SZ	英杰电气	制造业	输变电设备				
300853.SZ	申昊科技	制造业	输变电设备				
300870.SZ	欧陆通	制造业	输变电设备				
300880.SZ	迦南智能	制造业	输变电设备				
300882.SZ	万胜智能	制造业	输变电设备				
301179.SZ	泽宇智能	制造业	输变电设备				
301291.SZ	明阳电气	制造业	输变电设备				
301310.SZ	鑫宏业	制造业	输变电设备				
301439.SZ	泓淋电力	制造业	输变电设备				
600089.SH	特变电工	制造业	输变电设备				
600131.SH	国网信通	制造业	输变电设备				
600268.SH	国电南自	制造业	输变电设备				
600312.SH	平高电气	制造业	输变电设备				
600406.SH	国电南瑞	制造业	输变电设备				
600517.SH	国网英大	制造业	输变电设备				
600577.SH	精达股份	制造业	输变电设备				
600590.SH	泰豪科技	制造业	输变电设备				
600869.SH	远东股份	制造业	输变电设备				
601126.SH	四方股份	制造业	输变电设备				
601179.SH	中国西电	制造业	输变电设备				
601567.SH	三星医疗	制造业	输变电设备				
601877.SH	正泰电器	制造业	输变电设备				
603050.SH	科林电气	制造业	输变电设备				
603097.SH	江苏华辰	制造业	输变电设备				
603191.SH	望变电气	制造业	输变电设备				
603530.SH	神马电力	制造业	输变电设备				
603556.SH	海兴电力	制造业	输变电设备				
603897.SH	长城科技	制造业	输变电设备				
605066.SH	天正电气	制造业	输变电设备				
605196.SH	华通线缆	制造业	输变电设备				
688248.SH	南网科技	制造业	输变电设备				
688330.SH	宏力达	制造业	输变电设备				
688663.SH	新风光	制造业	输变电设备				
688676.SH	金盘科技	制造业	输变电设备				
002546.SZ	新联电子	制造业	输变电设备				
301386.SZ	未来电器	制造业	输变电设备				
002346.SZ	柘中股份	制造业	输变电设备				
002350.SZ	北京科锐	制造业	输变电设备				
688719.SH	爱科赛博	制造业	输变电设备				
002130.SZ	沃尔核材	制造业	输变电设备				
002922.SZ	伊戈尔	制造业	输变电设备				
600550.SH	保变电气	制造业	输变电设备				
002358.SZ	森源电气	制造业	输变电设备				
301120.SZ	新特电气	制造业	输变电设备				
300933.SZ	中辰股份	制造业	输变电设备				
603618.SH	杭电股份	制造业	输变电设备				
300265.SZ	通光线缆	制造业	输变电设备				
601700.SH	风范股份	制造业	输变电设备				
002953.SZ	日丰股份	制造业	输变电设备				
001208.SZ	华菱线缆	制造业	输变电设备				
000601.SZ	韶能股份	公用事业和工业服务	水电				
000791.SZ	甘肃能源	公用事业和工业服务	水电				
002039.SZ	黔源电力	公用事业和工业服务	水电				
002060.SZ	广东建工	公用事业和工业服务	水电				
600025.SH	华能水电	公用事业和工业服务	水电				
600116.SH	三峡水利	公用事业和工业服务	水电				
600236.SH	桂冠电力	公用事业和工业服务	水电				
600674.SH	川投能源	公用事业和工业服务	水电				
600900.SH	长江电力	公用事业和工业服务	水电				
600995.SH	南网储能	公用事业和工业服务	水电				
000993.SZ	闽东电力	公用事业和工业服务	水电				
000722.SZ	湖南发展	公用事业和工业服务	水电				
000401.SZ	冀东水泥	制造业	水泥				
000672.SZ	上峰水泥	制造业	水泥				
000789.SZ	万年青	制造业	水泥				
000877.SZ	天山股份	制造业	水泥				
002233.SZ	塔牌集团	制造业	水泥				
002302.SZ	西部建设	制造业	水泥				
600326.SH	西藏天路	制造业	水泥				
600425.SH	青松建化	制造业	水泥				
600449.SH	宁夏建材	制造业	水泥				
600585.SH	海螺水泥	制造业	水泥				
600720.SH	中交设计	制造业	水泥				
600724.SH	宁波富达	制造业	水泥				
600801.SH	华新水泥	制造业	水泥				
601992.SH	金隅集团	制造业	水泥				
600668.SH	尖峰集团	制造业	水泥				
000876.SZ	新希望	消费	饲料				
001313.SZ	粤海饲料	消费	饲料				
002100.SZ	天康生物	消费	饲料				
002124.SZ	天邦食品	消费	饲料				
002311.SZ	海大集团	消费	饲料				
002385.SZ	大北农	消费	饲料				
002548.SZ	金新农	消费	饲料				
002567.SZ	唐人神	消费	饲料				
002891.SZ	中宠股份	消费	饲料				
603363.SH	傲农生物	消费	饲料				
603609.SH	禾丰股份	消费	饲料				
603668.SH	天马科技	消费	饲料				
301498.SZ	乖宝宠物	消费	饲料				
000529.SZ	广弘控股	消费	速冻食品				
001215.SZ	千味央厨	消费	速冻食品				
002216.SZ	三全食品	消费	速冻食品				
603237.SH	五芳斋	消费	速冻食品				
603345.SH	安井食品	消费	速冻食品				
605089.SH	味知香	消费	速冻食品				
605338.SH	巴比食品	消费	速冻食品				
000859.SZ	国风新材	制造业	塑料及制品				
000920.SZ	沃顿科技	制造业	塑料及制品				
000973.SZ	佛塑科技	制造业	塑料及制品				
000990.SZ	诚志股份	制造业	塑料及制品				
002108.SZ	沧州明珠	制造业	塑料及制品				
002263.SZ	大东南	制造业	塑料及制品				
002324.SZ	普利特	制造业	塑料及制品				
002361.SZ	神剑股份	制造业	塑料及制品				
002522.SZ	浙江众成	制造业	塑料及制品				
002585.SZ	双星新材	制造业	塑料及制品				
002632.SZ	道明光学	制造业	塑料及制品				
002768.SZ	国恩股份	制造业	塑料及制品				
002838.SZ	道恩股份	制造业	塑料及制品				
002886.SZ	沃特股份	制造业	塑料及制品				
300180.SZ	华峰超纤	制造业	塑料及制品				
300487.SZ	蓝晓科技	制造业	塑料及制品				
300538.SZ	同益股份	制造业	塑料及制品				
300586.SZ	美联新材	制造业	塑料及制品				
300806.SZ	斯迪克	制造业	塑料及制品				
300834.SZ	星辉环材	制造业	塑料及制品				
301090.SZ	华润材料	制造业	塑料及制品				
301216.SZ	万凯新材	制造业	塑料及制品				
600143.SH	金发科技	制造业	塑料及制品				
600989.SH	宝丰能源	制造业	塑料及制品				
601208.SH	东材科技	制造业	塑料及制品				
603722.SH	阿科力	制造业	塑料及制品				
605008.SH	长鸿高科	制造业	塑料及制品				
605589.SH	圣泉集团	制造业	塑料及制品				
688087.SH	英科再生	制造业	塑料及制品				
688219.SH	会通股份	制造业	塑料及制品				
688323.SH	瑞华泰	制造业	塑料及制品				
688625.SH	呈和科技	制造业	塑料及制品				
688716.SH	中研股份	制造业	塑料及制品				
301555.SZ	惠柏新材	制造业	塑料及制品				
001378.SZ	德冠新材	制造业	塑料及制品				
600135.SH	乐凯胶片	制造业	塑料及制品				
301345.SZ	涛涛车业	制造业	塑料及制品				
603004.SH	鼎龙科技	制造业	塑料及制品				
301196.SZ	唯科科技	制造业	塑料及制品				
000710.SZ	贝瑞基因	医药	体外诊断				
002022.SZ	科华生物	医药	体外诊断				
002030.SZ	达安基因	医药	体外诊断				
002932.SZ	明德生物	医药	体外诊断				
300318.SZ	博晖创新	医药	体外诊断				
300406.SZ	九强生物	医药	体外诊断				
300439.SZ	美康生物	医药	体外诊断				
300463.SZ	迈克生物	医药	体外诊断				
300482.SZ	万孚生物	医药	体外诊断				
300639.SZ	凯普生物	医药	体外诊断				
300676.SZ	华大基因	医药	体外诊断				
300685.SZ	艾德生物	医药	体外诊断				
300832.SZ	新产业	医药	体外诊断				
301060.SZ	兰卫医学	医药	体外诊断				
301087.SZ	可孚医疗	医药	体外诊断				
600645.SH	中源协和	医药	体外诊断				
603387.SH	基蛋生物	医药	体外诊断				
603392.SH	万泰生物	医药	体外诊断				
603658.SH	安图生物	医药	体外诊断				
603882.SH	金域医学	医药	体外诊断				
688068.SH	热景生物	医药	体外诊断				
688075.SH	安旭生物	医药	体外诊断				
688289.SH	圣湘生物	医药	体外诊断				
688298.SH	东方生物	医药	体外诊断				
688317.SH	之江生物	医药	体外诊断				
688338.SH	赛科希德	医药	体外诊断				
688468.SH	科美诊断	医药	体外诊断				
688575.SH	亚辉龙	医药	体外诊断				
688606.SH	奥泰生物	医药	体外诊断				
300942.SZ	易瑞生物	医药	体外诊断				
600125.SH	铁龙物流	公用事业和工业服务	铁路				
601006.SH	大秦铁路	公用事业和工业服务	铁路				
601333.SH	广深铁路	公用事业和工业服务	铁路				
601816.SH	京沪高铁	公用事业和工业服务	铁路				
000810.SZ	创维数字	科技	通信服务				
002093.SZ	国脉科技	科技	通信服务				
002123.SZ	梦网科技	科技	通信服务				
002467.SZ	二六三	科技	通信服务				
002544.SZ	普天科技	科技	通信服务				
002929.SZ	润建股份	科技	通信服务				
300079.SZ	数码视讯	科技	通信服务				
300081.SZ	恒信东方	科技	通信服务				
300292.SZ	吴通控股	科技	通信服务				
300513.SZ	恒实科技	科技	通信服务				
300560.SZ	中富通	科技	通信服务				
300571.SZ	平治信息	科技	通信服务				
300578.SZ	会畅通讯	科技	通信服务				
600050.SH	中国联通	科技	通信服务				
600637.SH	东方明珠	科技	通信服务				
600941.SH	中国移动	科技	通信服务				
601728.SH	中国电信	科技	通信服务				
603220.SH	中贝通信	科技	通信服务				
603322.SH	超讯通信	科技	通信服务				
300310.SZ	宜通世纪	科技	通信服务				
300025.SZ	华星创业	科技	通信服务				
301139.SZ	元道通信	科技	通信服务				
